C_CUSTKEY,C_NAME,C_ADDRESS,C_CITY,C_NATION,C_REGION,C_PHONE,C_MKTSEGMENT
8483,Customer#000008483,Chdg5RBd,MOZAMBIQU5,MOZAMBIQUE,AFRICA,26-139-421-7243,AUTOMOBILE
8485,Customer#000008485,INbaAFj,IRAN     0,IRAN,MIDDLE EAST,20-878-181-9174,AUTOMOBILE
8486,Customer#000008486,"qLxL3z3KLX,oelyPe",IRAQ     0,IRAQ,MIDDLE EAST,21-735-947-5633,AUTOMOBILE
8488,Customer#000008488,"a,tEN03R1D77",ROMANIA  3,ROMANIA,EUROPE,29-578-989-9182,FURNITURE
8489,Customer#000008489,"kflEwagE86,1k986",JORDAN   7,JORDAN,MIDDLE EAST,23-974-767-2842,AUTOMOBILE
8491,Customer#000008491,EHWcF p9hFEjp,VIETNAM  0,VIETNAM,ASIA,31-128-485-4051,HOUSEHOLD
8492,Customer#000008492,597vl8HxctM bz4vcBPNtcsq,JAPAN    4,JAPAN,ASIA,22-345-147-5532,HOUSEHOLD
8494,Customer#000008494,2enn24PAi5Bk,UNITED ST6,UNITED STATES,AMERICA,34-533-497-3882,BUILDING
8495,Customer#000008495,F3RFodYVpr9,MOROCCO  3,MOROCCO,AFRICA,25-111-966-9503,MACHINERY
8497,Customer#000008497,WtnxdHcOpQo akaNKmzQlxv,INDONESIA8,INDONESIA,ASIA,19-655-428-8966,HOUSEHOLD
8498,Customer#000008498,mrzOf8i sGkfnXqt4SV,CHINA    0,CHINA,ASIA,28-847-838-1433,AUTOMOBILE
8500,Customer#000008500,33PTzti,MOROCCO  5,MOROCCO,AFRICA,25-198-486-6662,AUTOMOBILE
8503,Customer#000008503,"sLzZYd87wS63,Kh416",JAPAN    9,JAPAN,ASIA,22-232-631-6345,MACHINERY
8506,Customer#000008506,"DV58W,qF9adGkzK",UNITED ST3,UNITED STATES,AMERICA,34-471-459-6084,HOUSEHOLD
8507,Customer#000008507,WEkY7AofWTlh15d,SAUDI ARA5,SAUDI ARABIA,MIDDLE EAST,30-763-495-3710,FURNITURE
8509,Customer#000008509,"ENfQwEOZ5,",INDONESIA7,INDONESIA,ASIA,19-432-650-8555,HOUSEHOLD
8510,Customer#000008510,l OkevCbNU,GERMANY  6,GERMANY,EUROPE,17-793-508-6258,AUTOMOBILE
8512,Customer#000008512,"eHSi6stYu5CN,t5iJ5r8zd,W",BRAZIL   1,BRAZIL,AMERICA,12-792-342-6229,MACHINERY
8513,Customer#000008513,RbnV78yCuKA7R,RUSSIA   1,RUSSIA,EUROPE,32-916-172-1868,MACHINERY
8515,Customer#000008515,"Q,aVRgG3",KENYA    1,KENYA,AFRICA,24-632-207-6661,HOUSEHOLD
8516,Customer#000008516,YvkyWC9nQMja,FRANCE   8,FRANCE,EUROPE,16-713-414-6021,HOUSEHOLD
8518,Customer#000008518,uC7pIInhvvlJFa,CHINA    8,CHINA,ASIA,28-552-761-5708,MACHINERY
8521,Customer#000008521,1JjjR1Tqv81wHaOTif,BRAZIL   7,BRAZIL,AMERICA,12-393-147-3538,HOUSEHOLD
8522,Customer#000008522,E1luqBK zixdh6XIj,IRAQ     1,IRAQ,MIDDLE EAST,21-640-288-4711,AUTOMOBILE
8524,Customer#000008524,cOPxSy9NLj,IRAN     4,IRAN,MIDDLE EAST,20-507-927-2877,MACHINERY
8525,Customer#000008525,WK8muxLzj76UpjxZqxPJ9,CANADA   1,CANADA,AMERICA,13-130-322-5447,BUILDING
8527,Customer#000008527,PjvebJjc0az,BRAZIL   6,BRAZIL,AMERICA,12-214-978-9022,BUILDING
8528,Customer#000008528,sN2on17c4GYK78p1O,JAPAN    5,JAPAN,ASIA,22-743-375-3340,BUILDING
8530,Customer#000008530,leatyNRWCnfTMnTNu,MOROCCO  6,MOROCCO,AFRICA,25-390-123-5365,MACHINERY
8531,Customer#000008531,LqUS5B2y7q22qXKT0fowRS,GERMANY  3,GERMANY,EUROPE,17-161-113-9565,AUTOMOBILE
8533,Customer#000008533,AlmUZADZo6YskD9,ALGERIA  6,ALGERIA,AFRICA,10-453-566-5271,BUILDING
8534,Customer#000008534,6dWfGHZJ4zMshdLL,INDIA    4,INDIA,ASIA,18-699-468-7576,HOUSEHOLD
8536,Customer#000008536,jBLu58mrHg8Mf134N,PERU     8,PERU,AMERICA,27-303-682-7534,AUTOMOBILE
8539,Customer#000008539,"wKIL,k,mXh02dU1Th8dlW",FRANCE   7,FRANCE,EUROPE,16-836-452-4545,AUTOMOBILE
8540,Customer#000008540,jGrjnoV79LHqRX,CHINA    5,CHINA,ASIA,28-823-126-5749,MACHINERY
8542,Customer#000008542,zvJuLN3w3lZI3oa4at,MOROCCO  6,MOROCCO,AFRICA,25-248-175-2253,MACHINERY
8545,Customer#000008545,WOanE7zco3w,RUSSIA   2,RUSSIA,EUROPE,32-448-114-7558,BUILDING
8546,Customer#000008546,1KHQypVMR39,MOROCCO  1,MOROCCO,AFRICA,25-474-792-4600,HOUSEHOLD
8548,Customer#000008548,"L7AKH3FnY2U,y",UNITED KI2,UNITED KINGDOM,EUROPE,33-460-636-1074,HOUSEHOLD
8549,Customer#000008549,NaR3HSFa6B,FRANCE   1,FRANCE,EUROPE,16-307-820-1291,BUILDING
8551,Customer#000008551,1iUDXk4,JAPAN    8,JAPAN,ASIA,22-182-685-3016,BUILDING
8552,Customer#000008552,r4kc8 ynFpAgRb5vNYlFL1,JORDAN   3,JORDAN,MIDDLE EAST,23-391-737-2897,HOUSEHOLD
8554,Customer#000008554,QdSWzkBjxY,UNITED ST8,UNITED STATES,AMERICA,34-142-958-8655,BUILDING
8555,Customer#000008555,I6SO7LB3c4QfQ6VPxj9oeg,ARGENTINA7,ARGENTINA,AMERICA,11-300-549-8701,FURNITURE
8557,Customer#000008557,AUfvn2ns8f LBfN1,UNITED KI4,UNITED KINGDOM,EUROPE,33-937-790-6848,MACHINERY
8558,Customer#000008558,O75JWVv632yX vX84ov8BA,CANADA   0,CANADA,AMERICA,13-926-935-6479,BUILDING
8560,Customer#000008560,"Dn,cLhHmlzRH3VXSlSxNb6",JORDAN   5,JORDAN,MIDDLE EAST,23-461-378-3260,FURNITURE
8563,Customer#000008563,"fv8BcZQ2,MD",UNITED ST5,UNITED STATES,AMERICA,34-524-239-8293,BUILDING
8564,Customer#000008564, mvU8vtwoMwwyPqQI7irh,KENYA    9,KENYA,AFRICA,24-183-366-1480,MACHINERY
8566,Customer#000008566,JRUD8L,EGYPT    6,EGYPT,MIDDLE EAST,14-672-944-7034,AUTOMOBILE
8567,Customer#000008567,8UoONqf5elowh2ABae3,MOROCCO  5,MOROCCO,AFRICA,25-462-378-9249,HOUSEHOLD
8569,Customer#000008569,jCfywDPrN0iUqD,IRAQ     5,IRAQ,MIDDLE EAST,21-563-765-3755,AUTOMOBILE
8570,Customer#000008570,2WT LTInwCbuhP,IRAN     7,IRAN,MIDDLE EAST,20-442-463-5929,MACHINERY
8572,Customer#000008572,kwSoTTn8oaq,CHINA    5,CHINA,ASIA,28-459-410-7820,AUTOMOBILE
8573,Customer#000008573,hZwnuYz2kMEgOH,INDONESIA6,INDONESIA,ASIA,19-310-124-7378,BUILDING
8575,Customer#000008575,7bdFUSk EVQKz2VG1EUQN,INDIA    1,INDIA,ASIA,18-883-418-9332,BUILDING
8576,Customer#000008576,vgPqlQDlhQAzm9sB6s2,MOROCCO  2,MOROCCO,AFRICA,25-513-462-4613,AUTOMOBILE
8578,Customer#000008578,wHp6SyTR5NNiWfwWd4sR,VIETNAM  9,VIETNAM,ASIA,31-748-958-9387,MACHINERY
8579,Customer#000008579,"eN5,30698IT9ac",CHINA    1,CHINA,ASIA,28-954-370-1510,MACHINERY
8581,Customer#000008581,jW2 On,ETHIOPIA 4,ETHIOPIA,AFRICA,15-190-393-6765,HOUSEHOLD
8582,Customer#000008582,MhdEJSYSt7Q,FRANCE   8,FRANCE,EUROPE,16-884-564-8834,BUILDING
8584,Customer#000008584,1AdZiQjRvfpBjKPrr84OxWs1,IRAN     4,IRAN,MIDDLE EAST,20-638-833-8102,BUILDING
8585,Customer#000008585,a0V4JDw0saNYS919r3889Ec,FRANCE   2,FRANCE,EUROPE,16-318-162-2143,FURNITURE
8587,Customer#000008587,"UyK8l6iPYFOYXHfB,aZA3y3U",INDIA    6,INDIA,ASIA,18-801-234-8365,HOUSEHOLD
8590,Customer#000008590, OsggBnGXfTs1x7y564M,ROMANIA  4,ROMANIA,EUROPE,29-617-311-6799,AUTOMOBILE
8591,Customer#000008591,yKNMwhg,BRAZIL   4,BRAZIL,AMERICA,12-204-943-5090,AUTOMOBILE
8593,Customer#000008593,ilgANKh6 ,PERU     5,PERU,AMERICA,27-853-394-7833,MACHINERY
8594,Customer#000008594,uJabkZPOI0zat5ZIHZI,BRAZIL   5,BRAZIL,AMERICA,12-761-609-4404,MACHINERY
8596,Customer#000008596,Uo6Ju4zQfspEbS,CANADA   5,CANADA,AMERICA,13-177-492-5355,AUTOMOBILE
8597,Customer#000008597,A6xujw677OnBYpgG3,IRAN     5,IRAN,MIDDLE EAST,20-462-311-2570,BUILDING
8599,Customer#000008599,Jc7aDqmuDSiWhVA,KENYA    8,KENYA,AFRICA,24-779-880-4782,FURNITURE
8600,Customer#000008600,b0hGjoP6Z6Wo Lv7Kd ,BRAZIL   2,BRAZIL,AMERICA,12-287-419-3608,HOUSEHOLD
8603,Customer#000008603,KK3A7cKHVkezsV,MOROCCO  6,MOROCCO,AFRICA,25-102-674-9369,FURNITURE
8605,Customer#000008605,fBEozKQTjuP7DOTywvIY,INDONESIA1,INDONESIA,ASIA,19-437-121-2459,MACHINERY
8606,Customer#000008606,pGuM1bUm,ETHIOPIA 1,ETHIOPIA,AFRICA,15-514-497-2168,MACHINERY
8608,Customer#000008608,Z1QTcxu,ARGENTINA2,ARGENTINA,AMERICA,11-765-473-2137,AUTOMOBILE
8609,Customer#000008609,Y3w6bgyLdor9O45av,BRAZIL   3,BRAZIL,AMERICA,12-911-894-4803,FURNITURE
8611,Customer#000008611,HX BgTDYL2O,EGYPT    8,EGYPT,MIDDLE EAST,14-601-783-5653,FURNITURE
8612,Customer#000008612,9jLYBrL,INDONESIA8,INDONESIA,ASIA,19-611-280-3848,MACHINERY
8614,Customer#000008614,UhNM4ypTaJse,EGYPT    4,EGYPT,MIDDLE EAST,14-134-570-1336,AUTOMOBILE
8615,Customer#000008615,",bFVntZ",ETHIOPIA 2,ETHIOPIA,AFRICA,15-920-471-8746,MACHINERY
8617,Customer#000008617,8gGatIwo usbSw ZLt,IRAN     9,IRAN,MIDDLE EAST,20-259-655-2500,HOUSEHOLD
8618,Customer#000008618, 3GDwUAQ2p7fN7T,CANADA   9,CANADA,AMERICA,13-423-999-9795,AUTOMOBILE
8620,Customer#000008620,"7g,pqskwMuc4ouq",SAUDI ARA2,SAUDI ARABIA,MIDDLE EAST,30-434-915-1319,HOUSEHOLD
8621,Customer#000008621,zCNAddPK,IRAN     8,IRAN,MIDDLE EAST,20-958-916-4024,HOUSEHOLD
8623,Customer#000008623,meOe45XWIaluwnA,FRANCE   9,FRANCE,EUROPE,16-597-789-7460,BUILDING
8624,Customer#000008624,"uGdeoh8lFX7DMig,Fu",PERU     6,PERU,AMERICA,27-501-560-2688,BUILDING
8626,Customer#000008626,5eHzZp3CMezTG66RWeJ5,MOROCCO  5,MOROCCO,AFRICA,25-723-981-9425,FURNITURE
8627,Customer#000008627,dM505bnXFqJ3Hh33K6,UNITED KI2,UNITED KINGDOM,EUROPE,33-403-474-5192,HOUSEHOLD
8629,Customer#000008629,"tATi8,RQ9ncdYup",GERMANY  8,GERMANY,EUROPE,17-889-779-6009,AUTOMOBILE
8630,Customer#000008630,V22osz7a1GTj7,MOZAMBIQU0,MOZAMBIQUE,AFRICA,26-568-222-6835,AUTOMOBILE
8632,Customer#000008632,78l02oF4H UflXMcD1Lqvx,CHINA    5,CHINA,ASIA,28-201-779-1599,FURNITURE
8633,Customer#000008633,LcnqXvgp2KHwWRto,CANADA   3,CANADA,AMERICA,13-609-972-2465,AUTOMOBILE
8635,Customer#000008635,8kgtIsxoCtPXQohFy,MOZAMBIQU9,MOZAMBIQUE,AFRICA,26-948-412-6867,HOUSEHOLD
8636,Customer#000008636,bPQvyNZqIn7It,BRAZIL   7,BRAZIL,AMERICA,12-809-291-4927,AUTOMOBILE
8639,Customer#000008639,OL5EPog,EGYPT    1,EGYPT,MIDDLE EAST,14-845-781-3450,MACHINERY
8641,Customer#000008641,35frYRkTkWCFGjDMY5L8,IRAN     6,IRAN,MIDDLE EAST,20-170-544-8512,FURNITURE
8642,Customer#000008642,ysl82pHUSqngUfe,IRAQ     4,IRAQ,MIDDLE EAST,21-735-947-4436,MACHINERY
8644,Customer#000008644,3VbkxbJU2XU5e4uqU,MOROCCO  4,MOROCCO,AFRICA,25-524-506-7366,BUILDING
8645,Customer#000008645,vjC5VnHMkoe1W5TCRZdrB,EGYPT    7,EGYPT,MIDDLE EAST,14-565-286-8981,MACHINERY
8647,Customer#000008647,kLKCragWIykUgza,PERU     6,PERU,AMERICA,27-128-986-2489,BUILDING
8648,Customer#000008648,0x87DBsldEHj9WHiCk9wVEo,UNITED KI7,UNITED KINGDOM,EUROPE,33-926-410-8409,FURNITURE
8650,Customer#000008650,oACi8Xlaphfz7,IRAN     2,IRAN,MIDDLE EAST,20-336-888-7188,AUTOMOBILE
8651,Customer#000008651,zJ4q7xTrfgK,JORDAN   1,JORDAN,MIDDLE EAST,23-273-501-9562,AUTOMOBILE
8653,Customer#000008653,G70EI9ey,CANADA   9,CANADA,AMERICA,13-185-702-4393,HOUSEHOLD
8654,Customer#000008654,yiyPs9,ALGERIA  5,ALGERIA,AFRICA,10-702-993-5698,MACHINERY
8656,Customer#000008656,"ER7slZPuic,uDt979zN",ETHIOPIA 1,ETHIOPIA,AFRICA,15-153-760-6361,HOUSEHOLD
8657,Customer#000008657,xDzvv1RC6onQs9OXj2ORiA5,IRAN     2,IRAN,MIDDLE EAST,20-740-565-8398,BUILDING
8659,Customer#000008659,ZT6nt1ur,VIETNAM  2,VIETNAM,ASIA,31-766-943-7925,AUTOMOBILE
8660,Customer#000008660,sVxePdVVGjCndWNfGPOqs,ROMANIA  4,ROMANIA,EUROPE,29-569-955-8528,AUTOMOBILE
8662,Customer#000008662,"k59Br63lrY,tzPj3P",MOZAMBIQU2,MOZAMBIQUE,AFRICA,26-407-406-1160,FURNITURE
8665,Customer#000008665,5g84 2rSiTIttoyhuB,RUSSIA   3,RUSSIA,EUROPE,32-435-304-4701,MACHINERY
8666,Customer#000008666,JmxOftFlXynI0t,CHINA    2,CHINA,ASIA,28-481-394-4041,FURNITURE
8668,Customer#000008668,hhXASqUrRcwT2oGN,MOZAMBIQU1,MOZAMBIQUE,AFRICA,26-171-596-7619,FURNITURE
8669,Customer#000008669,",qtquNkq Rr69Yjp5RwtN 2",CHINA    4,CHINA,ASIA,28-179-848-3006,MACHINERY
8671,Customer#000008671,36rO8cjjgTJClX0hBOhAQ,MOZAMBIQU5,MOZAMBIQUE,AFRICA,26-939-159-4907,MACHINERY
8674,Customer#000008674,MwjWl9k419,FRANCE   7,FRANCE,EUROPE,16-528-762-6100,HOUSEHOLD
8675,Customer#000008675,"Cm5ihe,",UNITED KI4,UNITED KINGDOM,EUROPE,33-255-768-8091,BUILDING
8677,Customer#000008677,8pN4knLBdQclCX7C,IRAN     7,IRAN,MIDDLE EAST,20-347-654-5098,FURNITURE
8678,Customer#000008678,RnIv4rNi4zHrVxX,GERMANY  8,GERMANY,EUROPE,17-497-170-8569,MACHINERY
8680,Customer#000008680,svFrvRQDOpa,VIETNAM  3,VIETNAM,ASIA,31-240-458-9707,MACHINERY
8681,Customer#000008681,GFKr9SoM2lHZSSa7GKdn,JAPAN    7,JAPAN,ASIA,22-527-232-4604,FURNITURE
8683,Customer#000008683,HwcVeI uGkRfUEAaWLTsmV,MOZAMBIQU2,MOZAMBIQUE,AFRICA,26-202-125-6875,HOUSEHOLD
8684,Customer#000008684,g H2zXL,ARGENTINA5,ARGENTINA,AMERICA,11-151-447-6959,FURNITURE
8686,Customer#000008686," BUhYFQ,I",SAUDI ARA5,SAUDI ARABIA,MIDDLE EAST,30-704-356-2000,FURNITURE
8687,Customer#000008687,PBIf7R,PERU     4,PERU,AMERICA,27-705-702-7489,HOUSEHOLD
8689,Customer#000008689,C3UbZEUBP Q,BRAZIL   7,BRAZIL,AMERICA,12-809-162-6777,HOUSEHOLD
8693,Customer#000008693,SAnZboFpAC9paReXDg,VIETNAM  2,VIETNAM,ASIA,31-399-835-5336,MACHINERY
8695,Customer#000008695,"H6w8Q8Y,BbHn",SAUDI ARA9,SAUDI ARABIA,MIDDLE EAST,30-203-893-1377,BUILDING
8696,Customer#000008696,OrB2kc,KENYA    9,KENYA,AFRICA,24-696-467-2572,FURNITURE
8698,Customer#000008698,dv0cgsO4k1L,ARGENTINA9,ARGENTINA,AMERICA,11-516-510-5114,BUILDING
8699,Customer#000008699,KJ44aAgfROeiexDFI,JORDAN   1,JORDAN,MIDDLE EAST,23-105-753-8764,BUILDING
8701,Customer#000008701,qIB8fUAuIsDm,ETHIOPIA 9,ETHIOPIA,AFRICA,15-813-686-9791,BUILDING
8702,Customer#000008702,sZnrPWp,GERMANY  1,GERMANY,EUROPE,17-206-893-6009,AUTOMOBILE
8704,Customer#000008704,uwo8C RSr,JORDAN   6,JORDAN,MIDDLE EAST,23-666-724-5206,AUTOMOBILE
8705,Customer#000008705,E5LP8pCr0ll16k jX7UoEk,CHINA    2,CHINA,ASIA,28-374-903-6503,FURNITURE
8707,Customer#000008707,Dl idXpI47oITKA47ll,MOROCCO  1,MOROCCO,AFRICA,25-814-501-4868,FURNITURE
8708,Customer#000008708,z1Lpzg,INDONESIA9,INDONESIA,ASIA,19-431-769-6698,FURNITURE
8710,Customer#000008710,zW0aztHmVqTFPtik1FN,UNITED KI8,UNITED KINGDOM,EUROPE,33-673-984-5419,BUILDING
8713,Customer#000008713,"rMkaq8v,kde97H",UNITED ST4,UNITED STATES,AMERICA,34-831-616-9331,BUILDING
8714,Customer#000008714,JgyZbBTknjcJsIiHSAh,CANADA   7,CANADA,AMERICA,13-914-216-9461,MACHINERY
8716,Customer#000008716,rZVaHo2y5DSZuI4vFfz,SAUDI ARA0,SAUDI ARABIA,MIDDLE EAST,30-736-190-4105,MACHINERY
8717,Customer#000008717,It4iwYpniETRx0mhp,CANADA   8,CANADA,AMERICA,13-887-254-5361,AUTOMOBILE
8719,Customer#000008719,"WEiZeGz,k8i2MZ0iag,yL",GERMANY  6,GERMANY,EUROPE,17-255-756-8096,BUILDING
8722,Customer#000008722,J24Ab5pD8NdqlCT,UNITED ST3,UNITED STATES,AMERICA,34-730-357-6884,BUILDING
8723,Customer#000008723,q9xbcQzII CZsn,MOROCCO  5,MOROCCO,AFRICA,25-632-111-4385,MACHINERY
8725,Customer#000008725,vb1qiEvKGJ4Gx5xkGPdNd,RUSSIA   7,RUSSIA,EUROPE,32-437-121-8464,FURNITURE
8726,Customer#000008726,FpsTck2oFVRdbee5,SAUDI ARA9,SAUDI ARABIA,MIDDLE EAST,30-936-120-4941,AUTOMOBILE
8728,Customer#000008728,"tFEj,zCdy1MueB,ErQ f",JORDAN   5,JORDAN,MIDDLE EAST,23-947-567-7362,HOUSEHOLD
8729,Customer#000008729,"i2m,GevNO7zA fMmK",GERMANY  9,GERMANY,EUROPE,17-795-922-5531,MACHINERY
8731,Customer#000008731, ONphXp5IcWTwBjuU67Cx5v ,IRAN     0,IRAN,MIDDLE EAST,20-807-606-5821,MACHINERY
8732,Customer#000008732,3nEYFZH TymluJRGPTv,IRAN     2,IRAN,MIDDLE EAST,20-162-462-5613,BUILDING
8734,Customer#000008734,01NGytMCrn3FJEmjD r,MOZAMBIQU3,MOZAMBIQUE,AFRICA,26-898-724-4746,MACHINERY
8735,Customer#000008735,itAyqJrKqLnL,SAUDI ARA6,SAUDI ARABIA,MIDDLE EAST,30-801-188-9089,MACHINERY
8737,Customer#000008737,kOwMo0X,IRAN     1,IRAN,MIDDLE EAST,20-336-945-2564,AUTOMOBILE
8738,Customer#000008738,X 6ge6EgKBsUqW4bN,JAPAN    1,JAPAN,ASIA,22-135-212-9884,HOUSEHOLD
8740,Customer#000008740,iZmF bPZRKcqVEfKDQE,CANADA   6,CANADA,AMERICA,13-347-204-7922,MACHINERY
8741,Customer#000008741,vYnk0RrlwBUg4tQI,PERU     8,PERU,AMERICA,27-608-396-4560,BUILDING
8743,Customer#000008743,OlQLocVM,CANADA   8,CANADA,AMERICA,13-349-720-6481,MACHINERY
8744,Customer#000008744,tH5hi9ptJ5ypSDG,MOROCCO  1,MOROCCO,AFRICA,25-272-309-8673,HOUSEHOLD
8746,Customer#000008746,9C6n2DPi91,PERU     9,PERU,AMERICA,27-919-319-9868,AUTOMOBILE
8747,Customer#000008747,v6HuNLxufplWOpKmH jz9,ETHIOPIA 0,ETHIOPIA,AFRICA,15-952-865-5510,AUTOMOBILE
8749,Customer#000008749,IptIuJVb4P9P,ARGENTINA0,ARGENTINA,AMERICA,11-535-805-1670,MACHINERY
8750,Customer#000008750,6SzLjcM,ARGENTINA0,ARGENTINA,AMERICA,11-427-592-6624,AUTOMOBILE
8752,Customer#000008752,q25ELXwZEOymYvk5D,IRAQ     9,IRAQ,MIDDLE EAST,21-634-367-4304,MACHINERY
8753,Customer#000008753,ZnXvLiZWCkij,CHINA    4,CHINA,ASIA,28-706-755-2232,BUILDING
8755,Customer#000008755,jwjagKZ6820I4,BRAZIL   7,BRAZIL,AMERICA,12-954-111-7348,AUTOMOBILE
8756,Customer#000008756,"t,86OO4j",ROMANIA  3,ROMANIA,EUROPE,29-904-958-3075,HOUSEHOLD
8758,Customer#000008758,"9RSA,gWJHNMebn1EDi6",IRAQ     2,IRAQ,MIDDLE EAST,21-981-306-6590,AUTOMOBILE
8761,Customer#000008761,Qo6KOsLzRlUQ5DFczcm6lMHU,ARGENTINA4,ARGENTINA,AMERICA,11-383-729-9691,AUTOMOBILE
8762,Customer#000008762,fEAxmmgL eCymXlNsr,BRAZIL   2,BRAZIL,AMERICA,12-133-869-9305,MACHINERY
8764,Customer#000008764,P8CN1njW,JORDAN   9,JORDAN,MIDDLE EAST,23-724-501-4097,HOUSEHOLD
8765,Customer#000008765,lIIx32,FRANCE   7,FRANCE,EUROPE,16-781-775-3165,MACHINERY
8767,Customer#000008767,Kz1mxmjiOuUTobJMy7Q,RUSSIA   5,RUSSIA,EUROPE,32-445-666-7092,AUTOMOBILE
8768,Customer#000008768,ZATCtSX,KENYA    3,KENYA,AFRICA,24-204-840-4291,FURNITURE
8770,Customer#000008770,c4qgiMg2Ii,BRAZIL   7,BRAZIL,AMERICA,12-267-996-2399,HOUSEHOLD
8771,Customer#000008771,I6iy68 w,FRANCE   9,FRANCE,EUROPE,16-716-441-7233,BUILDING
8773,Customer#000008773,iINvC0,FRANCE   8,FRANCE,EUROPE,16-421-919-1725,AUTOMOBILE
8774,Customer#000008774,iZIUPOo2,IRAQ     5,IRAQ,MIDDLE EAST,21-678-865-8653,HOUSEHOLD
8776,Customer#000008776,BNPIRIcm2XUWAjcii,GERMANY  2,GERMANY,EUROPE,17-481-525-4403,MACHINERY
8777,Customer#000008777,3Ozgf8TND5KbO8sGwhUa,INDIA    5,INDIA,ASIA,18-933-577-9472,AUTOMOBILE
8779,Customer#000008779,sTpU LcQWu1kFfNHUKLJLMn,JAPAN    1,JAPAN,ASIA,22-718-882-6055,MACHINERY
8780,Customer#000008780,okZLAqWrYv,KENYA    8,KENYA,AFRICA,24-228-878-5152,AUTOMOBILE
8782,Customer#000008782,ZKtA38awCz,GERMANY  1,GERMANY,EUROPE,17-250-588-5433,MACHINERY
8783,Customer#000008783,rkr9scTgAKfXmOyyeAdtY1e,ROMANIA  4,ROMANIA,EUROPE,29-376-399-3196,BUILDING
8785,Customer#000008785,mE5iTT3J8,ALGERIA  2,ALGERIA,AFRICA,10-885-168-3821,BUILDING
8786,Customer#000008786,nAKodNpZSsIkA ,FRANCE   2,FRANCE,EUROPE,16-696-195-8089,MACHINERY
8788,Customer#000008788,Tvy7Sds,IRAQ     7,IRAQ,MIDDLE EAST,21-847-494-7553,AUTOMOBILE
8789,Customer#000008789,"sx,4sZXD5zM5 5uA4C87vyA",IRAQ     0,IRAQ,MIDDLE EAST,21-612-146-7104,AUTOMOBILE
8791,Customer#000008791,W05FFutRa,ARGENTINA9,ARGENTINA,AMERICA,11-347-171-4505,FURNITURE
8792,Customer#000008792,xmKLCG53zL76a04uwar5IP,GERMANY  7,GERMANY,EUROPE,17-206-630-1773,MACHINERY
8794,Customer#000008794,VND6Ki1k3TY,CHINA    0,CHINA,ASIA,28-301-709-3263,HOUSEHOLD
8795,Customer#000008795,DqZOf7y4cqjlsVnDxt,INDONESIA7,INDONESIA,ASIA,19-860-542-4317,BUILDING
8797,Customer#000008797,8c4n ujddACSPwKf4UrlrJ9C,BRAZIL   1,BRAZIL,AMERICA,12-256-786-2809,FURNITURE
8800,Customer#000008800,tjMQw3DH,JAPAN    7,JAPAN,ASIA,22-583-270-1840,HOUSEHOLD
8801,Customer#000008801,dYedSbiHiPi,MOROCCO  5,MOROCCO,AFRICA,25-843-318-4057,AUTOMOBILE
8803,Customer#000008803, QOvGbqTAJiuy0uQ91,GERMANY  3,GERMANY,EUROPE,17-272-670-5544,MACHINERY
8804,Customer#000008804,9TD2V VLXapqzhr,BRAZIL   6,BRAZIL,AMERICA,12-519-843-8250,HOUSEHOLD
8806,Customer#000008806,xCx4qU3joqaCAQy VeDBcj,IRAQ     2,IRAQ,MIDDLE EAST,21-373-736-6743,FURNITURE
8807,Customer#000008807,"ASQf9PGobvYCs,Bak1RvJinj",IRAN     7,IRAN,MIDDLE EAST,20-290-176-8484,BUILDING
8809,Customer#000008809,"MHb2y,",JAPAN    4,JAPAN,ASIA,22-235-326-5458,HOUSEHOLD
8812,Customer#000008812,wcKHgL9Xtkz9C,MOROCCO  4,MOROCCO,AFRICA,25-918-689-8487,AUTOMOBILE
8813,Customer#000008813,"tq7cc,hRJ1X",JAPAN    1,JAPAN,ASIA,22-931-449-3680,MACHINERY
8815,Customer#000008815,"heZtwZkl,unARU9lfdIS56R",ETHIOPIA 5,ETHIOPIA,AFRICA,15-756-601-3066,MACHINERY
8816,Customer#000008816,"KEmRgwrHRM5qIdiJ,",ETHIOPIA 1,ETHIOPIA,AFRICA,15-941-199-4789,HOUSEHOLD
8818,Customer#000008818,1mpmoSlCpxmBw,VIETNAM  1,VIETNAM,ASIA,31-925-449-5971,MACHINERY
8819,Customer#000008819,CGYmdbF7w9,ROMANIA  5,ROMANIA,EUROPE,29-532-551-4448,AUTOMOBILE
8821,Customer#000008821,Tf8bM0w2zx8D ATZ,ARGENTINA9,ARGENTINA,AMERICA,11-176-137-9203,HOUSEHOLD
8822,Customer#000008822,Ys6H0TrviYbglY2MZ9o,SAUDI ARA8,SAUDI ARABIA,MIDDLE EAST,30-293-305-3107,HOUSEHOLD
8824,Customer#000008824,VgduR6vk,RUSSIA   7,RUSSIA,EUROPE,32-782-744-2872,MACHINERY
8825,Customer#000008825,5QdE4 YIJzz55D1F,BRAZIL   7,BRAZIL,AMERICA,12-588-240-8459,MACHINERY
8827,Customer#000008827,4RA5WYgs,JORDAN   3,JORDAN,MIDDLE EAST,23-169-467-6990,AUTOMOBILE
8828,Customer#000008828,9pEW1LhbOm13zm,CANADA   4,CANADA,AMERICA,13-778-261-5907,HOUSEHOLD
8830,Customer#000008830,kcCnAaDlQrc,BRAZIL   7,BRAZIL,AMERICA,12-675-542-4923,BUILDING
8831,Customer#000008831,"apdHnH1aMq2440z1M,",IRAN     8,IRAN,MIDDLE EAST,20-813-283-1380,MACHINERY
